                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    125,                0.75531,                0.62755,                  1.291,                0.91193,                0.65822,                0.70544,                0.53844,                0.84652,                0.65518,                 1.4117,             0.00085504,             0.00085504,             0.00085504
                    126,                0.73295,                0.61992,                 1.2897,                0.91886,                 0.6574,                0.70404,                0.54389,                0.82812,                0.65707,                 1.3946,             0.00084844,             0.00084844,             0.00084844
                    127,                0.72655,                0.61573,                 1.2602,                0.93144,                0.64276,                0.70206,                0.53832,                0.82876,                0.68911,                 1.4005,             0.00084184,             0.00084184,             0.00084184
                    128,                0.76631,                0.63651,                 1.2933,                0.92004,                0.63387,                0.69349,                0.53735,                0.80478,                0.70062,                 1.3738,             0.00083523,             0.00083523,             0.00083523
                    129,                0.75111,                0.61057,                 1.3041,                0.92504,                 0.6404,                0.69988,                0.53611,                0.81682,                0.68922,                 1.3929,             0.00082863,             0.00082863,             0.00082863
                    130,                0.75795,                0.63273,                 1.3034,                0.92825,                0.63199,                0.69515,                0.52453,                0.84613,                0.68711,                 1.4069,             0.00082203,             0.00082203,             0.00082203
                    131,                0.72831,                0.62305,                 1.3019,                0.92611,                0.62738,                0.68843,                0.52265,                0.85627,                0.68619,                 1.4192,             0.00081543,             0.00081543,             0.00081543
                    132,                 0.7513,                0.63864,                 1.2933,                0.90396,                0.63418,                0.69307,                0.52571,                0.87096,                 0.7002,                 1.4221,             0.00080883,             0.00080883,             0.00080883
                    133,                0.80606,                0.66001,                 1.2973,                0.94153,                0.61609,                0.69864,                0.52837,                0.86987,                0.68801,                  1.418,             0.00080223,             0.00080223,             0.00080223
                    134,                0.76069,                 0.6248,                 1.3033,                0.92197,                0.64176,                0.70077,                0.53947,                0.82894,                0.68635,                 1.3894,             0.00079563,             0.00079563,             0.00079563
                    135,                0.78401,                0.65855,                 1.3057,                0.95112,                0.62089,                0.70462,                0.54427,                0.82108,                0.69368,                 1.3955,             0.00078902,             0.00078902,             0.00078902
                    136,                0.74292,                0.61129,                 1.2909,                0.96128,                0.63061,                0.71068,                0.54008,                0.82833,                0.67885,                 1.4026,             0.00078242,             0.00078242,             0.00078242
                    137,                0.73924,                 0.6045,                 1.2593,                0.88816,                0.67448,                0.71297,                0.55575,                0.79697,                0.65488,                 1.3719,             0.00077582,             0.00077582,             0.00077582
                    138,                0.70565,                0.61468,                 1.2683,                0.91159,                0.65987,                0.71167,                 0.5611,                0.80485,                0.66938,                 1.3791,             0.00076922,             0.00076922,             0.00076922
                    139,                0.76177,                0.63221,                 1.2697,                0.92526,                0.65122,                0.70676,                0.55663,                0.82147,                 0.6763,                 1.4016,             0.00076262,             0.00076262,             0.00076262
                    140,                0.73055,                0.61342,                  1.292,                0.94033,                0.64337,                0.71277,                0.54465,                0.81205,                0.67095,                 1.3841,             0.00075602,             0.00075602,             0.00075602
                    141,                0.78812,                0.65008,                 1.3046,                0.91679,                0.65263,                0.70745,                0.54742,                0.80619,                0.67643,                 1.3894,             0.00074942,             0.00074942,             0.00074942
                    142,                0.75665,                0.62858,                 1.2738,                0.94582,                0.64489,                0.70487,                0.55588,                0.80904,                0.67817,                 1.3842,             0.00074282,             0.00074282,             0.00074282
                    143,                0.71869,                0.61117,                 1.2767,                0.93935,                0.65578,                0.70663,                0.55737,                0.80964,                 0.6623,                 1.3771,             0.00073621,             0.00073621,             0.00073621
                    144,                0.72748,                0.59138,                 1.2735,                0.94224,                0.66237,                0.70839,                0.55249,                0.82331,                0.65952,                 1.4034,             0.00072961,             0.00072961,             0.00072961
                    145,                0.70546,                0.56699,                 1.2514,                0.94489,                0.65191,                0.71266,                0.55437,                0.82878,                0.65714,                 1.3987,             0.00072301,             0.00072301,             0.00072301
                    146,                0.75499,                0.59687,                 1.2698,                0.91623,                0.66227,                0.71201,                0.54703,                0.83589,                0.64876,                 1.3995,             0.00071641,             0.00071641,             0.00071641
                    147,                0.72661,                0.61781,                 1.2505,                0.92114,                0.65127,                0.70888,                0.54122,                0.84616,                0.66424,                 1.3925,             0.00070981,             0.00070981,             0.00070981
                    148,                0.78645,                0.64084,                 1.2706,                0.90968,                0.64603,                0.70071,                0.54325,                0.82699,                 0.6632,                 1.3845,             0.00070321,             0.00070321,             0.00070321
                    149,                0.71741,                0.64119,                 1.2627,                0.93203,                0.61212,                0.68348,                0.53513,                0.84068,                0.69455,                 1.3985,             0.00069661,             0.00069661,             0.00069661
                    150,                0.79221,                0.64183,                 1.2786,                0.95573,                0.64326,                 0.7085,                0.54781,                0.83706,                0.66938,                 1.4211,                0.00069,                0.00069,                0.00069
                    151,                0.72568,                0.60368,                 1.2453,                0.94082,                0.64663,                0.70708,                0.54787,                0.82133,                0.67155,                 1.3905,              0.0006834,              0.0006834,              0.0006834
                    152,                0.73681,                0.58933,                 1.2864,                0.93754,                0.63596,                0.71127,                0.55062,                0.81618,                0.68489,                 1.3898,              0.0006768,              0.0006768,              0.0006768
                    153,                0.72615,                 0.6132,                 1.2482,                0.92404,                0.64847,                0.71294,                0.55309,                0.82273,                0.68166,                 1.3901,              0.0006702,              0.0006702,              0.0006702
                    154,                0.74572,                0.59289,                 1.2668,                0.92495,                0.65183,                0.72044,                0.55093,                0.82608,                0.63901,                 1.3885,              0.0006636,              0.0006636,              0.0006636
                    155,                0.70592,                0.58973,                 1.2456,                0.95965,                0.65025,                0.72545,                0.55911,                0.80815,                0.61764,                 1.3817,               0.000657,               0.000657,               0.000657
                    156,                0.69352,                 0.5683,                 1.2934,                0.95287,                0.64794,                0.72532,                0.56468,                0.80527,                 0.6154,                 1.3715,              0.0006504,              0.0006504,              0.0006504
                    157,                0.73838,                0.57761,                 1.2616,                0.93546,                0.64847,                0.72352,                0.56361,                0.80139,                0.61709,                 1.3653,              0.0006438,              0.0006438,              0.0006438
                    158,                0.70135,                0.58718,                  1.253,                0.93066,                0.64455,                0.71813,                0.55462,                0.80012,                0.63327,                 1.3573,             0.00063719,             0.00063719,             0.00063719
                    159,                0.72851,                0.58172,                 1.2216,                0.92442,                0.64614,                0.71494,                0.54956,                0.80037,                0.64929,                 1.3451,             0.00063059,             0.00063059,             0.00063059
                    160,                0.68865,                0.57309,                 1.2472,                0.91984,                0.65623,                0.71262,                 0.5496,                0.81828,                0.65619,                  1.358,             0.00062399,             0.00062399,             0.00062399
                    161,                0.67228,                0.55085,                  1.253,                0.94596,                0.64482,                0.70953,                0.55964,                0.79611,                0.64573,                 1.3476,             0.00061739,             0.00061739,             0.00061739
                    162,                0.66964,                0.55523,                 1.2398,                0.92246,                0.64572,                 0.7092,                0.55997,                0.80479,                0.66008,                 1.3694,             0.00061079,             0.00061079,             0.00061079
                    163,                 0.6864,                0.59414,                 1.2924,                0.93195,                0.64969,                0.70642,                0.55883,                0.79908,                0.66373,                 1.3725,             0.00060419,             0.00060419,             0.00060419
                    164,                0.70588,                0.56698,                 1.2343,                0.95737,                0.64025,                0.70881,                0.56136,                0.79374,                0.66285,                 1.3745,             0.00059759,             0.00059759,             0.00059759
                    165,                0.66549,                0.55822,                 1.2282,                0.92759,                0.64607,                0.70347,                0.54997,                 0.8151,                0.67342,                 1.3824,             0.00059098,             0.00059098,             0.00059098
                    166,                0.70429,                0.56872,                 1.2248,                0.90543,                 0.6352,                 0.7045,                0.54677,                0.81377,                0.69707,                 1.3762,             0.00058438,             0.00058438,             0.00058438
                    167,                 0.6918,                 0.5721,                 1.2366,                0.91661,                0.64785,                0.70846,                0.56012,                0.78184,                0.65114,                 1.3554,             0.00057778,             0.00057778,             0.00057778
                    168,                0.66116,                0.54756,                 1.2095,                 0.9371,                0.65008,                0.70751,                0.55325,                0.81044,                 0.6659,                 1.3818,             0.00057118,             0.00057118,             0.00057118
                    169,                0.69822,                 0.5479,                 1.2305,                0.94866,                0.64929,                0.71305,                0.55985,                0.79108,                0.65683,                 1.3716,             0.00056458,             0.00056458,             0.00056458
                    170,                0.71091,                0.58852,                 1.2617,                0.94055,                0.65567,                0.71104,                0.55727,                0.79823,                0.64982,                 1.3648,             0.00055798,             0.00055798,             0.00055798
                    171,                0.66449,                0.55164,                 1.2567,                0.94525,                0.65574,                0.71224,                0.54979,                0.81022,                0.63227,                 1.3758,             0.00055138,             0.00055138,             0.00055138
                    172,                0.69547,                 0.5703,                 1.2301,                0.94504,                0.64843,                0.71374,                 0.5515,                0.79514,                0.63059,                 1.3648,             0.00054478,             0.00054478,             0.00054478
                    173,                0.70229,                0.57418,                 1.2233,                0.92326,                0.64555,                0.70984,                0.55313,                0.79653,                 0.6511,                 1.3619,             0.00053817,             0.00053817,             0.00053817
                    174,                0.67361,                0.53833,                  1.208,                0.91008,                0.64847,                0.71068,                0.55926,                0.78015,                0.64774,                 1.3418,             0.00053157,             0.00053157,             0.00053157
                    175,                0.65502,                0.55123,                 1.2242,                0.92368,                0.64223,                0.71719,                0.55766,                0.78622,                0.64515,                 1.3464,             0.00052497,             0.00052497,             0.00052497
                    176,                0.66682,                0.53639,                 1.2154,                0.93632,                0.65804,                0.72252,                0.56571,                0.77335,                0.62452,                 1.3272,             0.00051837,             0.00051837,             0.00051837
                    177,                0.71016,                0.56002,                 1.2165,                0.94359,                0.65496,                0.72335,                0.56067,                0.78942,                0.62781,                 1.3436,             0.00051177,             0.00051177,             0.00051177
                    178,                0.66339,                0.54164,                 1.2177,                0.93477,                0.65413,                0.71848,                0.55255,                 0.8022,                0.63263,                 1.3731,             0.00050517,             0.00050517,             0.00050517
                    179,                0.68552,                0.57037,                 1.2244,                0.94129,                0.65557,                0.72022,                0.56252,                0.78109,                0.63011,                 1.3492,             0.00049857,             0.00049857,             0.00049857
                    180,                0.65444,                0.54119,                 1.2188,                0.93807,                0.65496,                0.71156,                0.56143,                0.78996,                0.62631,                 1.3369,             0.00049197,             0.00049197,             0.00049197
                    181,                0.71681,                0.55174,                 1.2324,                0.91119,                0.65573,                0.71653,                0.55291,                0.79523,                0.63862,                 1.3531,             0.00048536,             0.00048536,             0.00048536
                    182,                0.69531,                0.55014,                 1.2316,                0.93161,                 0.6437,                0.71963,                 0.5585,                0.77989,                0.61894,                 1.3268,             0.00047876,             0.00047876,             0.00047876
                    183,                0.68437,                0.55091,                 1.2135,                0.93439,                0.64197,                0.71776,                0.57082,                0.78085,                0.60901,                 1.3173,             0.00047216,             0.00047216,             0.00047216
                    184,                0.64503,                0.52435,                 1.1819,                0.92967,                0.65513,                0.72589,                0.57397,                0.78071,                0.61049,                 1.3322,             0.00046556,             0.00046556,             0.00046556
                    185,                0.70125,                0.55602,                 1.2241,                0.96527,                0.64913,                 0.7259,                0.57094,                0.77889,                0.60756,                  1.335,             0.00045896,             0.00045896,             0.00045896
                    186,                0.64561,                 0.5062,                 1.1786,                0.93518,                0.66622,                0.72228,                0.56678,                0.76907,                0.61129,                 1.3341,             0.00045236,             0.00045236,             0.00045236
                    187,                0.61917,                0.51419,                 1.1976,                0.93774,                0.66112,                0.72439,                0.56672,                0.76868,                0.61256,                 1.3354,             0.00044576,             0.00044576,             0.00044576
                    188,                0.67031,                0.53694,                  1.182,                0.92375,                0.66145,                0.72223,                0.56965,                0.77283,                0.62159,                 1.3297,             0.00043915,             0.00043915,             0.00043915
                    189,                0.68363,                0.52569,                 1.2032,                0.92034,                0.66064,                0.72195,                0.56969,                0.77287,                0.61647,                 1.3303,             0.00043255,             0.00043255,             0.00043255
                    190,                0.65977,                0.52652,                 1.2071,                0.92666,                0.65413,                0.72223,                0.56653,                0.77003,                 0.6121,                 1.3316,             0.00042595,             0.00042595,             0.00042595
                    191,                0.65233,                0.50482,                 1.1871,                0.90871,                0.66896,                0.72447,                0.56575,                0.77185,                 0.6098,                 1.3338,             0.00041935,             0.00041935,             0.00041935
                    192,                 0.6446,                0.52573,                 1.1905,                 0.9419,                0.64974,                0.72263,                0.56699,                  0.772,                0.61922,                 1.3378,             0.00041275,             0.00041275,             0.00041275
                    193,                0.65234,                0.52786,                  1.201,                0.91793,                0.65512,                 0.7251,                0.56597,                0.77856,                0.62327,                  1.344,             0.00040615,             0.00040615,             0.00040615
                    194,                0.64112,                0.51406,                 1.2048,                0.93289,                0.65328,                0.72552,                0.57159,                0.76884,                0.61647,                 1.3389,             0.00039955,             0.00039955,             0.00039955
                    195,                0.68589,                0.52468,                   1.21,                0.94992,                0.65074,                0.72717,                0.56941,                0.77762,                0.61149,                 1.3461,             0.00039295,             0.00039295,             0.00039295
                    196,                0.62777,                0.50269,                 1.1874,                0.93854,                0.65901,                0.73156,                0.57117,                0.78471,                0.61143,                 1.3489,             0.00038634,             0.00038634,             0.00038634
                    197,                0.65163,                 0.5239,                  1.199,                0.93664,                0.65735,                0.73469,                0.57381,                0.77993,                0.60695,                 1.3417,             0.00037974,             0.00037974,             0.00037974
                    198,                0.62375,                0.51634,                 1.2048,                0.95334,                0.63689,                0.73214,                0.57516,                0.77759,                 0.5904,                 1.3322,             0.00037314,             0.00037314,             0.00037314
                    199,                0.61918,                0.49195,                 1.1753,                0.94842,                0.64091,                0.72578,                0.57134,                 0.7819,                0.59577,                 1.3328,             0.00036654,             0.00036654,             0.00036654
                    200,                 0.6418,                0.50559,                 1.1997,                0.93152,                0.64848,                0.72343,                 0.5702,                0.79074,                0.60678,                 1.3422,             0.00035994,             0.00035994,             0.00035994
                    201,                0.61126,                 0.5014,                 1.1877,                0.94297,                0.65064,                 0.7256,                0.56503,                0.78736,                 0.6125,                 1.3409,             0.00035334,             0.00035334,             0.00035334
                    202,                0.60558,                0.49484,                 1.1862,                0.93773,                0.65341,                0.72596,                0.56795,                0.78226,                 0.6066,                 1.3409,             0.00034674,             0.00034674,             0.00034674
                    203,                0.62599,                 0.5094,                 1.1773,                0.94004,                 0.6524,                0.72181,                0.56391,                0.78773,                0.60535,                 1.3432,             0.00034013,             0.00034013,             0.00034013
                    204,                0.64109,                   0.52,                 1.1953,                0.95961,                0.65667,                0.72665,                0.56589,                0.78873,                0.60306,                 1.3496,             0.00033353,             0.00033353,             0.00033353
                    205,                0.63448,                0.52615,                 1.2023,                0.94362,                 0.6609,                0.72783,                0.56531,                0.77969,                0.59006,                 1.3427,             0.00032693,             0.00032693,             0.00032693
                    206,                0.65359,                0.51072,                 1.2115,                 0.9292,                0.66798,                 0.7294,                0.56692,                0.77574,                0.59216,                 1.3436,             0.00032033,             0.00032033,             0.00032033
                    207,                0.67193,                0.51831,                 1.1911,                0.95075,                0.65902,                0.72793,                0.56359,                0.77397,                0.58954,                 1.3524,             0.00031373,             0.00031373,             0.00031373
                    208,                0.66248,                0.52202,                 1.2104,                0.95328,                0.66227,                0.73306,                0.57018,                0.76507,                0.58478,                 1.3487,             0.00030713,             0.00030713,             0.00030713
                    209,                0.61572,                0.49256,                 1.1681,                0.96086,                0.65818,                0.73075,                0.57339,                0.76597,                0.59098,                 1.3407,             0.00030053,             0.00030053,             0.00030053
                    210,                0.63043,                0.48922,                   1.19,                0.94161,                0.66306,                  0.729,                0.57433,                0.77282,                0.59656,                 1.3472,             0.00029393,             0.00029393,             0.00029393
                    211,                0.62906,                 0.4979,                 1.1901,                0.91969,                0.67506,                  0.728,                0.57317,                0.76822,                0.61216,                 1.3524,             0.00028732,             0.00028732,             0.00028732
                    212,                0.60464,                0.47975,                 1.1718,                0.92825,                0.66798,                0.72487,                0.57035,                0.76507,                0.60264,                 1.3511,             0.00028072,             0.00028072,             0.00028072
                    213,                0.63161,                0.49233,                 1.1849,                0.93042,                0.66673,                0.72881,                0.57417,                0.76368,                0.59871,                 1.3479,             0.00027412,             0.00027412,             0.00027412
                    214,                0.59661,                0.48543,                 1.1749,                0.92773,                0.66418,                 0.7281,                0.57573,                0.76668,                 0.5964,                  1.334,             0.00026752,             0.00026752,             0.00026752
                    215,                0.61108,                0.48796,                 1.1762,                0.93542,                0.66697,                0.73016,                0.57801,                0.76382,                0.58586,                  1.334,             0.00026092,             0.00026092,             0.00026092
                    216,                0.64173,                0.49192,                 1.1805,                0.94026,                0.66224,                0.73231,                0.57991,                0.76742,                0.58152,                 1.3396,             0.00025432,             0.00025432,             0.00025432
                    217,                 0.6362,                0.48069,                 1.1744,                0.94322,                0.65591,                0.73131,                0.57906,                0.76821,                0.58506,                 1.3386,             0.00024772,             0.00024772,             0.00024772
                    218,                0.61998,                0.48255,                 1.1774,                0.94307,                0.65016,                0.72741,                 0.5768,                 0.7748,                 0.5802,                 1.3407,             0.00024111,             0.00024111,             0.00024111
                    219,                0.60242,                0.46739,                 1.1725,                0.92789,                0.66062,                0.73063,                0.57199,                0.77389,                0.57836,                 1.3439,             0.00023451,             0.00023451,             0.00023451
                    220,                0.60937,                0.47478,                 1.1709,                0.93522,                0.66145,                 0.7319,                0.56739,                0.76685,                0.57396,                 1.3372,             0.00022791,             0.00022791,             0.00022791
                    221,                0.58885,                0.47764,                 1.1646,                0.93884,                0.65984,                0.72893,                0.56797,                0.76662,                0.57808,                 1.3303,             0.00022131,             0.00022131,             0.00022131
                    222,                0.62446,                0.48728,                 1.1636,                0.93545,                0.65887,                0.73066,                0.57339,                 0.7665,                0.57994,                 1.3368,             0.00021471,             0.00021471,             0.00021471
                    223,                0.56464,                0.46006,                 1.1432,                0.95471,                0.65474,                0.73129,                0.57278,                0.77367,                0.59133,                 1.3498,             0.00020811,             0.00020811,             0.00020811
                    224,                0.60474,                0.48519,                 1.1733,                0.94542,                0.65648,                0.73047,                0.57523,                0.76383,                0.59172,                 1.3427,             0.00020151,             0.00020151,             0.00020151
                    225,                0.64212,                0.49855,                 1.1734,                0.95993,                0.65578,                0.73478,                0.57254,                0.76848,                0.59412,                 1.3522,             0.00019491,             0.00019491,             0.00019491
                    226,                0.63553,                0.49777,                 1.1704,                0.95276,                0.65578,                0.73871,                0.57234,                0.77191,                0.59247,                  1.354,              0.0001883,              0.0001883,              0.0001883
                    227,                  0.639,                0.49049,                 1.1863,                0.94682,                0.65578,                0.73488,                0.57086,                0.77678,                0.59358,                 1.3549,              0.0001817,              0.0001817,              0.0001817
                    228,                0.61884,                0.48734,                 1.1693,                0.95463,                0.65822,                0.73758,                0.57099,                0.77407,                0.59629,                 1.3533,              0.0001751,              0.0001751,              0.0001751
                    229,                0.63914,                0.50388,                 1.1535,                0.92883,                0.66398,                0.73251,                0.57012,                 0.7632,                0.58624,                 1.3417,              0.0001685,              0.0001685,              0.0001685
                    230,                0.61276,                 0.4896,                 1.1696,                0.94912,                0.65343,                0.72743,                0.57057,                0.77026,                0.58705,                 1.3382,              0.0001619,              0.0001619,              0.0001619
                    231,                0.60092,                0.48661,                 1.1382,                0.95618,                0.65281,                0.73335,                0.57075,                  0.771,                0.58323,                 1.3442,              0.0001553,              0.0001553,              0.0001553
                    232,                0.62423,                0.47817,                 1.1661,                0.94143,                0.65483,                0.73203,                0.57277,                0.76943,                0.57759,                   1.35,              0.0001487,              0.0001487,              0.0001487
                    233,                0.63042,                0.50459,                 1.1735,                0.95168,                0.65702,                0.73536,                0.57355,                0.76374,                0.57209,                 1.3475,              0.0001421,              0.0001421,              0.0001421
                    234,                0.58393,                0.46373,                 1.1505,                 0.9501,                0.66471,                0.73689,                  0.574,                0.76969,                 0.5734,                 1.3491,             0.00013549,             0.00013549,             0.00013549
                    235,                0.60673,                0.47562,                 1.1727,                0.95011,                0.66365,                 0.7367,                0.57544,                0.76532,                0.57149,                  1.341,             0.00012889,             0.00012889,             0.00012889
                    236,                0.60467,                0.47884,                 1.1594,                0.96427,                0.65661,                0.73526,                0.57713,                0.76912,                0.57335,                 1.3403,             0.00012229,             0.00012229,             0.00012229
                    237,                0.58817,                0.47476,                 1.1716,                0.96698,                0.65822,                0.73612,                0.57517,                0.77232,                0.57366,                 1.3423,             0.00011569,             0.00011569,             0.00011569
                    238,                0.56583,                0.45528,                 1.1443,                0.96141,                 0.6631,                0.73559,                0.57442,                0.76838,                0.57466,                 1.3382,             0.00010909,             0.00010909,             0.00010909
                    239,                0.58215,                0.44958,                 1.1397,                0.96514,                 0.6631,                0.73483,                0.57525,                0.76695,                0.57055,                 1.3334,             0.00010249,             0.00010249,             0.00010249
                    240,                0.58721,                0.45755,                  1.128,                0.96585,                0.65947,                0.73421,                0.57469,                0.76632,                0.57618,                 1.3326,             9.5886e-05,             9.5886e-05,             9.5886e-05
                    241,                0.49692,                0.40985,                 1.0367,                 0.9362,                0.66698,                0.72754,                0.57176,                0.76504,                0.58104,                 1.3301,             8.9285e-05,             8.9285e-05,             8.9285e-05
                    242,                0.48078,                0.39354,                 1.0414,                0.95302,                0.66678,                0.72553,                0.56619,                0.77138,                0.58959,                 1.3366,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    243,                0.50991,                0.41521,                 1.0509,                0.95283,                0.66721,                0.72125,                0.56444,                0.77292,                0.58972,                 1.3367,             7.6082e-05,             7.6082e-05,             7.6082e-05
                    244,                0.47677,                0.39073,                 1.0366,                0.95542,                0.66386,                0.72606,                 0.5679,                0.77938,                0.59402,                 1.3496,             6.9481e-05,             6.9481e-05,             6.9481e-05
                    245,                0.51722,                0.42899,                 1.0724,                 0.9532,                0.66112,                 0.7263,                0.57269,                 0.7766,                0.60023,                 1.3475,             6.2879e-05,             6.2879e-05,             6.2879e-05
                    246,                0.50521,                0.40602,                 1.0556,                0.95499,                0.65838,                0.72914,                0.57204,                0.77691,                 0.5988,                 1.3475,             5.6278e-05,             5.6278e-05,             5.6278e-05
                    247,                0.45995,                0.37967,                  1.019,                0.95178,                0.65543,                0.72801,                0.57266,                0.77663,                0.59715,                 1.3486,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    248,                0.50147,                0.41513,                 1.0675,                0.93034,                0.66808,                0.72997,                 0.5726,                0.77562,                0.59777,                 1.3507,             4.3075e-05,             4.3075e-05,             4.3075e-05
                    249,                0.47228,                0.39995,                 1.0638,                0.93085,                 0.6655,                0.72754,                0.57065,                0.77116,                  0.593,                 1.3472,             3.6474e-05,             3.6474e-05,             3.6474e-05
                    250,                0.48355,                0.41337,                 1.0326,                0.93382,                 0.6655,                0.72833,                0.57333,                0.77011,                0.59636,                 1.3473,             2.9873e-05,             2.9873e-05,             2.9873e-05
